,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
xavtrud,0.002414804,0.01501766,0.0053709596,-0.012385132,0.007810142,0.0009059757,0.0038741939,0.004170129,0.006270824,0.0085453,0.013806544,-0.0047551338,-0.007675182,-0.0007900521,0.004924178,-0.010433625,-0.0144805,-0.0127950795,0.00036428683,0.010586575,0.0057251565,-0.010643639,0.0013341904,6.077066e-05,-0.010796621,0.0072915405,-0.011780098,0.014244882,0.014698023,0.012504915,-0.010644235,-0.011925137,0.008631285,-0.0007627811,0.0062639266,-0.0075350497,-0.013535816,0.010163533,-0.0024248455,0.010211378,-0.00041574053,0.014694462,-0.013609875,-0.00872382,0.01331925,-0.013695728,0.0003137607,0.0106542,0.008587053,0.009589743,-0.0057630707,-0.0032103732,-0.015202669,0.0043557137,-0.009716993,-0.012574913,0.010816807,0.00046098046,-0.0014660489,-0.0063151587,0.011278441,0.007992543,0.0015751962,0.010918824
brendanshaw11,-0.006562566,0.007235627,-0.00870941,0.010484315,0.009674067,-0.01087999,-0.0058178515,-0.011562316,-0.00046553626,-0.008238858,0.010601506,0.010315141,0.013619119,-0.00026486287,-0.0014565423,0.0046488787,0.008837891,0.013006965,0.0064054984,-0.0014137168,0.010052668,-0.005039149,-0.0028626358,-0.0015693426,0.0112704,0.0045205927,0.014764728,-0.012727903,-0.009136353,0.0059868805,0.00092015526,-0.0011445655,0.008199197,-0.0017427171,0.013689169,-0.007892183,0.007433008,0.004609273,0.004965508,-0.009336348,-0.0097760605,0.0023473226,-0.0060605714,0.007350661,-0.0067163208,0.0007596485,-0.010711897,0.0018022048,-0.0024493749,0.0007937697,0.002005169,0.0054458943,-0.011190072,0.00026323492,-0.012238864,0.016176334,0.008665981,-0.0061459267,0.013363328,-0.0046011647,-0.01154449,0.012634333,-0.006541195,-0.008393586
alisonl,-0.01536273,-0.015245032,-0.0010002628,0.007880099,-0.001116069,0.0025577378,-0.0053046793,0.010581011,-0.010537719,-0.010280158,-0.013628956,-0.008714253,0.00596934,0.0038595293,-0.006023381,0.0011700988,0.009792518,-0.0091567915,0.003210159,0.0003610365,-0.00949046,-0.003932329,-0.00036054663,0.012793297,-0.0038680416,-0.012892563,0.00024049729,0.00964956,0.007004259,0.013454702,0.0029144622,-0.006674554,0.003235817,0.011505647,-0.011643235,-0.012540458,0.003942035,-0.008893399,-0.011933908,0.00905972,-0.015174538,0.007094357,-0.014482692,-0.0040191226,0.009511791,-0.009488214,-0.012445742,0.0039107464,-0.004555121,-0.0019066725,0.001952434,-0.0024737995,0.009980388,0.0029140897,-0.014136931,-0.01181029,-0.0069485307,0.0059710145,0.013786977,0.011680031,-0.007124938,-0.008438244,0.013705654,-0.008381439
rl_status,-0.009776286,0.014787875,0.0013035033,0.011323899,0.014414768,-0.0074503548,0.013778553,0.0034207776,0.013807677,0.013145858,0.0106507,-0.006265984,0.0070447377,0.0062667094,-0.009457432,0.013650641,-0.014481084,-0.0005301005,-0.009553612,0.0028044994,0.0025277052,-0.011751809,0.0014175788,-0.0056894394,-0.012344299,0.0029451824,-0.002405769,-0.00027582483,-0.000420401,0.015038829,0.00073409005,-0.012616583,0.0009421605,0.010009498,0.0045570172,0.0037258244,-0.001833763,0.010720743,-0.007248359,0.0067672594,0.0052310536,0.011597135,0.008491773,0.0085858265,0.008838229,0.010998146,0.002171439,0.0048108893,-0.0009988116,-0.015213992,-0.004893264,0.015619367,-0.010731916,0.0014293587,-0.009256416,-0.0016221869,0.0007463608,0.015015028,-0.0008188682,-0.002064421,-0.010809136,-0.00493554,-0.002255389,0.0055737896
kajpeterlarsen,-0.00493468,0.010460608,-0.0031008988,-0.0016514296,0.013182953,0.015128939,-0.012754562,-0.0025216874,-0.015025919,0.013752227,0.006323562,-0.0106389765,-4.3288997e-05,-0.0005576822,0.014738269,-0.005179667,-0.0016074176,-0.015287684,-0.00090141105,-0.0031517767,0.012623328,0.0063384483,-0.0030478435,0.006480594,-0.0068938234,-0.013054136,-0.01243668,-0.014279787,0.0013820911,-0.0037622298,0.014198655,0.007878824,0.011377498,0.006701252,0.006628147,0.005093757,-0.010579838,-0.0039170464,0.0037924238,0.0054001426,0.0031609489,0.011201501,0.0014235431,-0.0011540832,-0.0057022804,0.007371683,-0.0071672183,0.0072727506,-0.0075079324,-0.006809357,0.003036456,-0.010226422,0.007698572,0.00846186,-0.008564533,-0.0064129992,-0.004502614,0.0027038362,0.006496536,-0.01388144,0.0053759357,-0.010160511,0.008535028,-0.0056449217
lennynanzhou,0.008959366,9.584427e-05,0.0077433214,0.0074354224,0.014393486,0.005537985,-0.013876481,-0.0050111897,-0.011435933,-0.014058145,-0.0017658323,-0.008375695,0.0105537195,-0.01056,-0.003382843,0.013159307,-0.011206692,-0.014414892,-0.0142891165,0.014369989,0.013603207,0.012328163,0.0023245905,-0.014012216,0.012999963,-0.0042966753,-0.0141648,0.013023762,0.00066946447,-0.005893631,0.010816233,0.015076069,-0.0070558377,0.0119607095,-0.008339025,-0.005512573,-0.015548464,-0.0034044702,0.0024523064,0.0051048268,0.012108877,0.0021680593,0.0056281555,0.011692809,-0.013753902,-0.0059590787,-0.004134251,-0.0031179897,0.013452219,-0.014086552,-0.012248632,0.004346026,-0.013264054,0.0015662815,-0.010483662,0.012261242,0.0010648109,-0.014406592,-0.01179624,0.010571169,-0.0010076072,0.008935556,0.015565157,0.0030058138
21browntown,-0.0104165245,0.008921634,0.013127712,0.013979304,0.0054392777,-0.005007334,0.009116661,-0.009274217,0.002698471,-0.01151435,-0.005524702,-0.0018883352,0.0096834935,0.0003767608,-0.014999394,-0.0037993693,-0.0024785728,-0.0064411303,0.0011432827,0.0065626726,0.015659494,-0.011372221,0.0069985893,0.0065106973,0.007875756,0.0024884301,0.0140335085,0.010170642,-0.0102167325,-0.0019602217,-0.00021172031,-0.0073301126,0.010388482,0.006866063,-0.0069362577,0.007779775,-0.01085505,0.0063073444,0.0043167165,0.010555674,-0.00317039,-0.009644124,-0.0065862923,0.0033185466,-0.003414011,0.012531431,0.012651502,0.013069604,0.005593014,0.012977121,0.0057449425,0.013893765,0.002484459,0.012117495,0.007326796,0.0053312243,0.010611475,-0.0053971894,0.014245215,-0.015114633,-0.0059696324,0.0066931346,0.009098539,-0.004849274
grok,0.015316859,-0.011297087,0.0078064706,0.0017288356,0.0004999412,-0.00053657795,-0.012599649,0.0064503914,-0.0118908165,0.012904353,0.007544063,-0.0049889977,0.010600684,-0.014614648,0.014352779,0.009495293,0.012157243,-0.008406767,0.015855782,-0.001930988,-0.0042971764,0.013571133,-0.006087425,0.011553809,-0.0047754594,-0.008950246,-0.014561559,-0.0033930554,0.0023732558,-0.0021008092,-0.009562754,-0.0016169692,-0.0080872495,-0.00441349,-0.008246128,0.0001738583,0.0026163515,0.0014418049,0.00301893,-0.010471798,0.0015946238,0.011982393,0.0022274423,0.014727324,0.016212828,0.0068502557,0.012567671,-0.01159314,0.013489448,0.007855438,0.012525497,0.0061231744,0.0018794009,-0.0005475695,-0.011652508,0.0053136135,0.007296466,0.0026880829,-0.015944656,-0.002178787,-0.00027196883,0.0065510864,0.011985827,-0.01106957
promotion_plus,-2.5392968e-05,0.003690386,0.014799291,-0.010481195,0.011138617,0.003939184,0.013154837,-0.011883352,-0.008914417,0.014675843,-0.012047252,0.009278444,0.009897735,0.0038648928,0.0093069365,0.010550437,0.014544111,-0.0067355684,0.0029092052,-0.005880919,-4.458976e-05,-0.012914488,0.013135989,-0.009661871,0.010982567,-0.0112062115,-0.00534104,-0.0036747486,0.012530406,-0.004254581,-0.00035057613,0.013251062,0.0009842092,0.012286319,-0.007779338,-0.0013550973,0.006470447,-0.0030509636,-0.00014641418,0.0002636583,0.0019345314,0.0081205685,0.010176095,0.0070664003,-0.0061748605,-0.0011180132,0.0011983145,0.0055458844,-0.0137418695,0.005331033,0.013412327,-0.008774705,-0.0055945595,0.004648154,0.005161404,-0.014954159,0.009736293,-0.0063054063,0.004121096,-0.014017242,0.007608223,-0.012371253,-0.004680419,0.012078713
jocksinjills,0.0073264185,-0.0005633848,-0.009803221,0.002000223,-0.013446467,-0.004076868,-0.009342488,-0.0019691163,-0.002559998,0.0074296435,0.007829169,-0.00475386,-0.010106871,0.011613851,-0.0004517736,0.01231415,0.00096581684,0.0034810503,0.01065486,0.013405919,0.0050921137,-0.008163719,-0.00061580655,0.0014684834,-0.0043647196,0.004737582,0.0049973954,0.0031731082,-0.0055184118,0.013418535,0.010164232,-0.0020949133,0.01076923,0.004692105,-0.0048217927,0.0067286985,-9.630266e-05,0.011988954,0.0019904645,0.006210759,-0.0144042075,0.010796866,0.0073696966,-0.002421786,-0.0069302674,-0.012126607,0.0041410252,0.014937961,-0.010974462,0.012689692,-0.006858617,-0.009877091,-0.008193331,-0.0102411695,0.0038634837,-0.0007273676,-0.015031967,-0.006865629,-0.000751062,4.598212e-05,0.012708015,-0.0070609082,0.013748947,-0.0047889915
van_insider,-0.01227069,-0.0015088023,0.009604572,0.013610246,0.011585842,-0.0043791984,0.014270486,-0.008074918,-0.015176192,-0.0049158083,-0.0143823,-0.011289438,0.0018710783,0.012522488,-0.002469731,-0.0031316113,0.00800317,-0.010740106,0.01504356,-0.009551926,0.015382468,-0.014482786,-0.014493045,-0.012516741,-0.007280649,0.005329097,0.013246387,0.0014780471,0.008923147,-0.0026777394,0.0008860515,-0.007427746,-0.013898309,0.014529677,-0.0068323095,-0.013617746,-0.01227047,-0.0033167782,-0.0006632018,0.007642499,-0.013138156,-0.014737406,-0.012210479,-0.0039310264,-0.0037176204,-6.721426e-05,0.015474859,-0.00069614383,-0.0013792987,-0.010947077,0.013788012,0.002878481,-0.013390655,0.0130053805,0.0030973942,0.0015148867,0.00405529,9.923182e-05,-0.010034754,0.009158089,0.002259204,-0.010938359,0.002224961,-0.0033274451
sportsfanjam,0.011064943,0.0038018208,0.014372634,0.003259981,0.0107996,-0.0006874036,-0.012048686,-0.004375262,-0.0021136682,0.014232488,-0.012315376,0.012828104,0.0035125017,-0.0025835093,0.013109814,0.002851246,0.0101402905,-0.009521656,0.009700894,0.0009482,-0.007156208,0.0032909382,-0.0008294396,-0.009385241,-0.013763299,-0.002931971,0.013034463,-0.0059298743,0.0022812542,0.0040346384,-0.00922478,0.0125439335,0.015028942,0.00145467,-0.0063423626,0.0008728616,-0.004802702,0.006456472,0.0053275432,-0.009036446,-0.008575356,-0.004808616,-0.0104356725,0.001879774,-0.0015721284,-0.0016505849,-0.013127364,-0.008070329,0.004519591,-0.014342057,0.0010855887,-0.010638317,-5.4394826e-05,0.009998905,-0.0016460475,0.011153616,-0.0145465955,0.0028978828,-0.013499608,-0.0014225561,-0.0065779556,-0.0049490705,-0.0070917457,0.0033827722
pwhlsource,-0.0033484588,0.00015304644,-0.0058942297,0.0026235145,0.004053873,-0.006900482,-0.0006535817,-0.015928214,-0.018124487,0.002586805,0.010274594,-0.0002676742,0.010080091,-0.017470704,-0.0023531346,0.009815471,0.009653793,0.0044574994,-0.01455552,-0.009346221,-0.01380979,0.002823545,0.004624571,0.0065197824,-0.01627312,-0.009825143,-0.0026060303,-0.013336771,0.0036547377,0.00049672206,-0.015481294,0.007334978,0.0021451104,-0.009875037,-0.013035027,-0.012405317,0.00084809813,-0.0016602454,-0.010283537,0.016291333,0.014856701,-0.013029287,-0.008608032,0.011240088,0.011238866,0.0017126512,-0.011823746,-0.01573533,-0.0019099097,-0.0098439045,0.0135427285,-0.011307285,-0.009011256,0.016698916,-0.008158752,0.016672263,-0.0030850254,-0.0073572984,-0.0007397559,0.012117545,-0.010289055,-0.016817225,-0.007450048,-0.001299123
_melissaburgess,0.004233078,0.0033824833,0.012989608,-0.009831745,-0.011692086,-0.008665031,0.0136198765,0.008364238,-0.0041480437,-0.011621126,0.009326392,0.013920519,0.00018999458,-0.011686282,0.0043828045,-0.009249446,-0.0069442736,-0.0035952227,0.012354947,0.0020958935,0.015414873,-0.010270055,0.0033041947,0.005930911,-0.015898505,-0.012723929,-0.0056233536,0.014892268,-0.00774253,0.0005332308,-0.0063190213,0.00094477786,-0.009479067,0.0111532295,-0.01521913,-0.0015037882,-0.0062857685,-0.0062638745,-0.009166694,0.013347465,0.00010452497,0.008786628,0.0063053896,-0.012089467,0.004180869,0.014808109,-0.015233227,-0.014978715,-0.0147334095,-0.006247889,0.015627617,-0.0012593883,0.0030344385,-0.0051205647,0.0067558466,0.007992548,0.0053004078,-0.012014528,0.008462418,0.0045832125,0.010629184,-0.005919218,0.005862412,-0.005372171
643studios,-0.013310337,-0.0039673327,0.0036400792,0.002808046,-0.005448675,-0.007948323,0.00650418,-0.01243961,0.010643447,-0.003566497,0.015483489,0.01355019,0.01419158,-0.0092688985,-0.008080843,-0.008618833,-0.014525683,0.011069595,-0.007821384,0.011210332,-0.012905682,0.0079783285,0.013767198,-0.010918507,0.00079421484,0.009348464,-0.0041251606,0.002923169,-0.006391776,0.0025868705,-0.008599176,0.013549812,-0.010099853,0.010097826,0.013179039,-0.013645358,-0.007878599,-0.008088501,0.007617233,0.011092625,0.0051625813,-0.002221482,-0.014249912,-0.01003188,-0.0031486633,-0.011378172,0.006549727,0.012188025,0.0146056935,-0.009162001,0.014929396,-0.008447671,0.012600129,-0.0066502662,0.0052008126,-0.0001601222,-0.003138936,-0.002015315,0.012374053,-0.00016031295,0.0017557779,7.744252e-05,0.0069953077,0.009596908
geofferykehrig,-0.0071284925,-0.010172494,-0.0051412843,-0.008528556,-0.014245151,-0.0137348315,-0.006245291,0.01000485,-0.0031986875,0.015530552,-0.011071799,-0.015481683,-0.012058017,-0.015139521,-0.015155875,-0.015060956,-0.0076344446,0.010833342,-0.014792187,0.002927517,0.00880885,0.0063936627,0.009257206,-0.007748312,0.011475171,0.0068370793,0.010922568,-0.002562922,-0.011163675,0.005182451,0.013931233,-0.000506123,-0.014575876,-0.0077936966,0.007951894,-0.0004511488,-0.008552306,-0.012441381,-0.002455538,-0.0084007,0.015686894,-0.015591773,-0.0013332391,-8.365134e-06,-0.003048819,-0.0034146365,-0.0007978096,-0.0021703343,-0.013510413,-0.010416531,0.005069021,-0.013558891,-0.011110382,0.01155133,-0.004390054,-0.004036918,-0.002563852,-0.0059305164,0.0062718987,-0.005276268,0.003070213,0.014483045,0.00022073775,0.011041364
earlthomas19,-0.006369917,0.0005853485,-0.009433939,-0.012209811,0.0070022396,-0.014393261,-0.011275761,0.005340702,-0.0005489098,0.004943335,0.005074503,-0.010844247,-0.007617267,0.014662094,-0.012826489,0.01448074,-0.0076711536,0.011447667,-0.0076261526,-0.0074183317,0.014972919,-0.010818006,-0.00093905674,-0.009884437,0.008777536,-0.010709423,-0.011933147,-0.003864323,-0.007950356,-0.0014134124,0.0128297815,-0.0045019663,-0.0062219044,0.00035541158,0.007363817,0.0013976104,-0.0027101028,0.010572943,-0.00034494002,-0.015215313,0.0054240744,-0.010097397,-0.0105841365,-0.011540759,-0.006772298,0.006957131,0.0060190284,-0.013545213,-0.0098459,-0.014382889,-0.013295564,-0.002562124,-0.009849098,-0.0023074562,-0.01396324,0.0071530463,0.0028932497,0.013566103,-0.0048228176,0.010901374,-0.0063723205,0.010587143,0.0007547053,0.0018223161
tobyboulet,0.010921595,-0.0020651272,0.00066638226,-0.0057850885,0.014022495,0.0031141979,-0.013430049,0.012781573,-0.015656574,-0.004831508,-0.001374012,0.009879816,0.007908086,0.0005984438,0.0027193057,-0.0151498895,0.0040990757,-0.0057695815,0.014502012,-0.0003127106,-0.014174283,-0.011689832,0.0068915007,-0.013276949,0.0030716092,0.006415254,-0.001265712,-0.015342406,0.010675528,0.014578638,0.012927644,-0.008119852,-0.007368615,-0.0153018655,0.013485978,0.012376495,0.004156926,0.008971118,-0.002198553,0.01343903,0.003548433,-0.011427372,-0.00676025,0.0068480917,-0.005674352,0.013846446,-0.014308866,-0.0016635355,-0.014857512,-0.0055829072,-0.010034944,0.0024829549,-0.012177797,-0.0067841643,0.007191033,-0.005905464,-0.01220349,-0.0028840322,0.0051781912,0.001678642,0.006107538,0.00017588645,0.010462652,-0.0016044475
scott_morrison,-0.010334585,0.0011894275,0.012458278,0.0060791,-0.010199159,-0.0140322,0.012351915,-0.009642055,-0.00769501,-0.015043737,-0.0054809395,-0.013168491,0.0035140123,0.009194629,-0.0034967232,-0.013317877,-0.013190683,0.010779686,-0.010509534,-0.00070851296,0.0035237037,0.005296614,-0.009015638,0.012713211,-0.0058494303,0.008006947,-0.0015695654,-0.0055317823,-0.00784534,0.013722373,-0.014026791,0.0042899605,0.0053277873,-0.00657456,0.0036200136,0.014175486,0.002920052,0.005460879,-0.014299944,0.0017775483,0.0067482237,0.011635285,-0.012387052,-0.0016896203,0.00849507,0.0051317867,-0.0023778882,-0.0011771824,0.00814387,0.008662885,0.00079680607,0.007242689,0.0018016081,-0.012355749,-0.0010194201,-0.0050233044,0.013127964,-0.010667471,0.012942953,-0.011870192,0.005862806,-0.008168869,0.003986705,-0.003303567
nbapr,-0.00026745535,0.006573269,-0.013942234,0.0057122856,0.00032854453,0.0121659,-0.014708843,-0.0017243456,-0.0036834404,-0.01561497,0.009517316,-0.00666349,-0.006528817,-0.0005915072,0.0005878359,-0.0145071,0.0033591446,0.014102131,0.0052255243,0.005643327,-0.0044167936,0.0028881654,0.01470927,0.013641547,-0.00832947,-0.01126105,-0.011156106,0.009337088,0.013683019,-0.0124672875,-9.762496e-05,0.013785599,-0.0008756835,-0.010641733,-0.010643316,-0.014847664,-0.0004914664,-0.009681452,-0.013565095,-0.01215373,0.008721381,0.006097706,0.0036787558,-0.013323234,0.0040812828,0.007262552,-0.011775812,-0.0043786783,-0.0054157246,0.009427195,-0.007844444,-0.0057857335,0.011867756,0.0095535405,0.008584157,0.0136154555,-0.009466246,0.003031293,0.004920356,0.0065601133,0.00910485,-0.0007699821,-0.0009634383,-0.008331263
ciandesignz,0.0055938973,0.014747748,-0.00011952029,0.013504528,-0.0091844,-0.0037048417,0.0084721735,0.010825511,0.009578057,-0.015251443,-0.00039770344,0.011192216,-0.009375797,0.008866724,-0.014308581,-0.010520794,0.0128674125,-0.0045250114,0.0053543975,-0.0064425184,0.009752498,-0.014745572,0.010338855,-0.009002384,0.0014112912,-0.01379636,0.013467908,0.009512608,-0.0020787749,-0.0016241278,0.0048728613,0.011499405,0.0142213255,0.006431412,-0.011569456,0.0049730306,-0.008667626,0.0033614603,-6.379704e-05,-0.011380904,-0.002960018,-0.0037511436,0.0040879245,-0.0017293135,-0.01379689,0.012390161,-0.0008325049,0.01482074,0.00019901391,-0.0113198245,0.002659279,-0.0004703631,-0.004433304,0.015504537,0.011997104,0.00636209,-0.0068070055,-0.0014667498,0.0129222665,-0.0086321905,0.00903752,0.013362674,-0.014373562,-0.004635151
ian_seggie,-0.011366215,0.00024642338,0.0029690254,-0.0102379685,0.008669255,0.009617338,0.0006882889,-0.015189327,-0.0054726847,-0.015225409,0.0067818323,-0.005930969,0.0076202126,-0.012138025,0.006359704,0.008894046,-0.013407058,0.0042626127,0.014074844,-0.0146722635,0.01068281,0.012799853,0.0063816365,0.014478294,-0.002834091,-0.01461076,0.01219444,-0.008809463,0.014581905,0.010546832,0.010523455,-0.0041059013,0.00041415496,-0.0070028338,0.0060884617,0.009936938,0.01608005,-0.010487976,0.008072584,0.001413435,-0.0037604307,-0.007622844,0.013080444,-0.014229434,0.008799907,0.009996669,-0.0055611352,0.0073190723,-0.014830533,-0.004876444,-0.0035214112,-0.010485828,-0.012207507,0.0022764236,0.011124907,0.014647687,0.0053383633,0.004008533,0.00397878,0.0048330924,0.011781806,-0.005016968,0.015484021,-0.008351036
sportsvoiceguy,-0.007625312,-0.010001014,0.005883716,0.0037933965,-0.006676378,-0.010451777,0.013547662,0.0096739475,-0.0038829402,-0.0014793843,-0.00090312574,0.0055910014,0.0084668975,0.0051903445,0.013678413,-0.01049509,0.00982259,0.01065788,-0.013619507,-0.004510317,-0.0025548043,-0.011991413,-0.0021441267,-0.002741397,-0.0006225065,-0.003393932,0.010492812,-0.015481109,-0.0056077135,-0.013192588,0.0040808613,0.0149363885,-0.013091434,-0.00727176,0.0056968764,-0.0010958666,0.0005980119,-0.008794733,0.012890701,-0.0004439968,0.0072923545,-0.013924179,0.0051204455,-0.00474434,0.010261254,-0.0068227747,0.012194127,0.014352285,0.0034160637,0.013222235,0.00074451516,-0.012269856,-0.015185446,-0.0028749628,-0.0019672997,0.0078811385,-0.007944045,0.006484064,-0.009629164,0.0007378896,-0.0033405807,-0.015608534,-0.012414673,-0.003508728
herbiekuhn,-0.0038220454,0.003296297,-0.01516044,-0.008021044,-0.015317261,0.0015594698,-0.005191926,-0.012862749,0.00043304265,-0.012051672,0.007950708,0.008295076,-0.00017050281,0.005451666,0.009891823,-0.0024468396,0.008209677,-0.015515614,-0.008506672,-0.004427742,0.0066264663,0.0044457335,-0.0015980303,0.0007044766,0.012083108,-0.010878917,-0.004558226,0.0046411976,-0.010515943,0.0068821553,-0.008940445,-0.013443086,-0.012582082,-0.0016790517,-0.004514858,0.015174428,-0.0051521696,-0.002680717,-0.008528372,-0.002233874,0.0011250582,0.014177116,-0.0083547495,0.009648509,-0.0070931446,0.014513154,-0.013609674,-0.008046918,-0.007925011,0.009677274,0.0030048527,0.010412347,0.0022317749,0.0088479165,-0.00088183396,0.010196675,-0.009690847,-0.012504257,0.008016171,-0.012890361,0.0026580468,0.0041400157,0.011390382,-0.0037239343
alex_680radio,-0.014362684,0.012316534,0.012069278,-0.010157267,0.01128721,-0.008988794,0.0034322175,-0.004601284,0.014220785,-0.014871598,-0.009654513,0.010845082,-0.0015939329,0.010000081,-0.0066744452,-0.011580955,0.013627145,0.0060315924,0.011699151,0.013347036,-0.0031561104,0.011272462,0.0038731538,-0.014678151,0.0073841345,0.008766343,0.008763244,-0.014405371,0.0065633673,-0.008739639,0.007869163,-0.008465218,-0.010598484,-0.004147004,0.008897686,-0.013294912,0.015597566,-0.0139040295,0.013573999,-0.0041656024,0.0035410577,-0.0029022035,-0.0065546045,-0.0001365862,-0.0021667085,-0.001881138,0.0006545492,-0.002025681,-0.014487087,0.005021778,-0.012918588,-0.012097958,0.005268604,0.012568497,-0.014036007,-0.0023739745,-0.0005352349,-0.011324063,0.011494174,0.007938188,-0.010239978,-0.015676366,0.013830929,-0.0072383136
amarvrlaw,0.011045139,0.0033347602,-0.003947406,0.004124099,0.0033644212,-0.010391488,0.014670784,-0.010268386,0.008031836,-0.012572266,0.011804594,0.0003135219,0.013416829,-0.0027137152,-0.01184701,0.0076905815,0.008872843,0.012172572,-0.011277985,-0.008258112,0.0021580101,-0.00470243,0.015913347,-0.011278819,0.0045369915,0.011651444,-0.0033041686,0.0038947458,0.0067155864,0.007512447,0.0137608675,-0.010753595,0.012339137,0.0071982513,-0.0031148996,0.0030478926,0.0015917383,0.01301661,0.0020072681,-0.002258499,-0.0023737764,0.01137502,-0.015245189,0.0014020747,0.011432818,0.00326014,0.010247651,-0.00010785336,-0.007068771,0.0031249283,0.0014492143,0.00048371186,-0.0041438206,-0.0034385002,0.005467463,-0.009614838,0.00576369,-0.008374722,-0.0022401018,-0.0039684284,-0.0034233544,0.002207835,0.00078945805,-0.014204409
kendryx_,-0.011932587,0.0061685652,-0.0019740928,-0.014160882,0.014467425,-0.0007091508,-0.011093114,-0.0139200045,0.010696547,-0.0050147157,0.006116109,-0.0011147307,0.00978268,-0.015096331,-0.006030434,-0.0019064472,-0.007789705,-0.0060957973,0.010051125,-0.0058514085,-0.013115444,0.007685138,-0.004453022,-0.012448489,-0.0088415975,-0.0024445169,-0.012351541,0.009226926,-0.014050065,0.009068606,0.0075894324,0.0009180564,0.0043997252,-0.013694998,0.0053000683,-0.012252742,0.011848407,0.002318777,0.008168253,0.010741223,-0.0037226917,0.0063588913,0.0074348603,-0.008300852,-0.012166343,0.006246178,-0.0013425194,0.012894806,0.0062957522,0.0096902205,0.013337665,0.015803207,0.001710344,0.01123026,0.0064943414,0.0017289213,0.0077556805,-0.0045789494,0.009655635,-0.012442159,0.014383116,0.008748859,0.004984774,-0.005435434
_melissa_burns,0.0050591785,0.0048124045,0.0055123214,-0.0015563464,-0.00063750247,-0.0038457771,-0.00083624164,-0.011469565,-0.0118585015,-0.0029583422,-0.01216234,-0.0073699774,-0.010933534,0.005050428,0.0017077064,0.00860166,0.0005460856,0.0051345057,-0.006265784,-0.0018104635,0.005001806,0.008532159,0.013366973,0.013628572,0.003330944,0.008866132,-0.00270091,-0.014514046,-0.01404606,0.0133620985,0.0059483103,0.0037485668,0.00054636097,-0.016294282,0.006413815,0.0044098673,0.012226947,-0.00039445717,-0.008102716,-0.014684544,-0.0063052145,0.0013418221,-0.015154513,0.0101745855,0.0016613828,0.008067151,0.0032214853,-0.007575612,0.011388408,0.013378433,0.005282567,0.004250453,-0.006341541,-0.014731766,0.0050669024,-0.0034402506,0.0026277166,0.0042892583,0.01400105,0.013123183,-0.012527379,-0.0047926866,-0.0076972283,0.011843422
wadegrant,0.0031523695,-0.0039576287,0.013706047,0.0075848782,-0.01354627,-0.003705293,0.0075318464,-0.001994489,0.00035746943,-0.003736468,-0.007957975,-0.0034700092,0.00097613275,-0.0058257612,0.0107459845,-0.0075189434,0.0084886225,-0.013579239,-0.010382185,-0.011847443,-0.010863298,0.0039973315,0.014252373,-0.015187867,0.008868768,0.012956711,0.01207838,0.0029886728,0.00035172462,0.00932067,0.007892642,-0.008741536,0.0044314195,0.005248817,-0.0089028,-0.012144415,0.002264352,0.013826626,0.012647434,0.0112980185,-0.008288462,-0.0057294015,0.009792346,0.0045517306,0.005971677,0.008529161,0.012964362,-0.00033871178,0.0069596577,-0.008718839,-0.013180173,0.0022633006,-0.013002193,-0.0075808023,0.0115712425,0.0046206657,0.00038827234,0.010548168,-0.005635668,-0.0059750923,0.0084118955,0.00564895,0.007982035,-0.011386852
cooperperkinstv,-0.009343519,-0.0023758723,-0.007528412,0.0054344307,-0.008737775,0.0061920015,-0.014728999,0.005749879,-0.0029254835,0.0031873586,0.002380969,-0.0116171045,0.0022627255,-0.014399629,0.012562703,-0.00032699914,0.010239754,-0.0006916123,-0.0028605156,-0.0045735557,-0.0056014494,0.01226258,0.007421718,-0.015551904,0.00060613686,-0.007963894,0.007828384,1.6074451e-05,0.0057610134,-0.013020856,0.008350095,-0.014497272,0.014965739,0.0012691626,-0.011317974,-0.004006607,-0.0095869135,-0.007552455,-0.0044301837,-0.011089659,-0.011332723,-0.009216425,0.0026333954,0.01508807,-0.0026087307,-0.014449074,-0.0012685893,0.0056974865,0.006396917,-0.015741581,2.0410764e-05,0.006783373,0.0049701,0.0012334734,0.0022606812,0.004559099,0.0067473715,-0.015451342,0.0022947395,0.008674508,0.0031969654,-0.0019061741,0.0077848,-0.0007289763
