,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
un_women,0.0029281515,0.0035797432,-0.009853145,0.005277526,0.006101731,0.0005465872,-0.0017004922,0.0130269695,-0.009986203,0.012723399,-0.0022352368,0.0070958957,-0.014034875,-0.008387995,0.0046192603,-0.0005726697,0.0047221025,0.012442152,0.009480723,0.0070212423,0.010661287,0.0028992102,-0.002399663,0.006271152,-0.006988204,-0.013831049,0.010659624,0.012371026,-0.007491588,-0.01388189,-0.011455754,0.0045740926,-0.007534695,-0.005975428,0.007956158,-0.0066759516,-0.013505806,0.006399149,0.0037165512,-0.007134666,0.015181078,0.0040224716,0.0106585575,-0.012376494,-0.006367363,-0.00066467124,0.015541884,0.011913774,-0.010455052,0.01268143,-0.004139365,0.013932578,0.014442187,0.014084339,0.013619852,-0.010892485,-0.013634885,-0.012428159,-0.0013267144,-0.0028241,-0.011612541,-0.014299947,-0.009600265,-0.008404631
undp,-0.0030694606,0.014223476,0.013392628,0.0030781412,-0.007852854,-0.013569342,-0.0024441634,-0.0027531865,0.014062849,-0.010261078,0.01021466,0.01307354,0.00014800238,0.015107741,-0.01397615,-0.00462472,0.012268932,0.00096345297,-0.0118359085,0.0007493513,-0.0054755947,0.013274853,-0.0011383882,0.011791787,0.012474125,0.0039241556,0.0012768586,-0.01170611,0.0091297515,0.005810236,0.000660165,0.0126565555,-0.01284811,0.0019206514,-0.0006838656,0.00015906889,-0.008894961,-0.0081896465,-0.013514826,0.009947536,-0.0030444742,-0.008818372,0.00858072,-0.012089414,-0.007804274,0.008512371,-0.0026004682,0.003273954,-0.0064535975,0.0058738906,0.0055979467,-0.0016940882,0.011090606,-0.00745002,0.011240604,0.008919231,-0.004320453,-0.0023225143,0.011725935,-0.0087934425,-0.0066383057,0.00025097956,-0.0058606076,-0.004609768
natecrompton,-0.012636554,-0.013125277,-0.0052883313,-0.000103500766,-0.010728423,0.013692166,0.004617019,-0.012155884,-0.0074673626,-0.0098832715,-0.013309389,0.0004728157,-0.0032576455,0.012503754,0.006064059,-0.0021380458,0.01436236,-0.009442296,-0.014399682,0.0033468464,-0.010154006,-0.0048845196,0.0048420355,-0.0120668495,-0.0030678764,0.0054440303,0.0021210876,-0.0016751034,0.0005721721,0.015376794,0.005937486,-0.0020883654,-0.008546962,-0.0118239205,-0.0034839984,-0.0060809352,-0.01743538,0.00035240938,-0.007236849,-0.0061359787,-0.003719928,-0.0025918444,0.0109088225,0.006792009,0.01541219,0.008246754,0.007430699,0.0036022626,0.0063015367,0.00080804573,0.014014974,-0.011964747,0.0029771342,0.00564852,0.015701056,-0.008056199,0.012601686,0.007104793,-0.008462022,0.01433634,-0.006055258,0.00938664,-0.015865788,-0.008324022
bchomeless,0.0143235065,0.008868637,-0.011278391,0.011125753,0.0038846415,0.006352978,-0.012671813,0.0012750421,-0.014917571,0.012373626,-0.015264982,-0.0070025083,-0.015214596,0.005364701,0.013077922,0.0060672443,-0.011054236,-0.002801083,0.0070950612,0.011398451,0.010678019,0.013110243,0.0027378928,0.0014124345,0.0146520175,0.014968667,0.00833261,0.0048267245,-0.011088837,0.0011059418,-0.0065974128,-0.0031475332,-0.0039020889,0.007667778,-0.0028084368,0.00935252,0.014064055,-0.011280853,-0.0075762477,-0.0068637654,0.00045914948,-0.011387467,-0.0017631594,0.013009919,-0.013618596,-0.0077032372,-0.015475433,0.005115319,-0.005462881,-0.0076154266,0.015536716,-0.003615424,0.007980255,0.004684871,-0.0008806344,-0.0007546544,0.008669373,-0.015556404,-0.0024901275,0.0039199144,-0.00899009,-0.014779035,0.0014552157,-0.004953962
thomjarmstrong,0.015083615,0.010178744,-0.014979325,-0.012497733,-0.0056088152,-0.007019678,-0.0052049346,-0.002452765,0.004148556,0.0037372485,0.0027295686,0.00017922433,-0.0121203195,-0.004154384,-0.006014914,0.003949505,0.014070054,0.008299871,0.0015667911,0.0034267798,0.008573176,0.0067898207,0.012309763,0.0011878272,0.006591694,0.006051258,0.0069052177,-0.0013344621,-0.008433247,-0.0033195924,0.004831822,0.0075151226,0.010223687,0.011748856,-0.0061599663,-0.0076744556,0.008096645,-0.0072378223,0.011538373,-0.014822138,0.0057372907,0.007681101,-0.00663527,-0.011687292,-0.0010778853,-0.00046330818,0.013203475,-0.002213042,0.008501676,0.010506834,-0.006126464,0.008686235,-0.011267005,0.0105529055,-0.005860602,0.011174022,-0.0036964566,0.014417225,0.0011317885,-0.0098377615,-0.013053064,-0.01527548,-0.011680449,-0.010352947
landlordbc,0.009476497,0.0043195197,0.0023797792,0.0086114565,-0.010985964,0.0071604797,0.0069747977,0.0076387236,-0.005285153,0.0036319043,0.007727528,0.0012011258,-0.011543409,0.004986358,0.011610597,0.00248215,0.009813495,-0.013652883,0.009110311,0.009622184,-0.015331912,0.014661364,-0.0007937747,0.012865668,-0.008103262,0.010817393,0.0133094005,-0.011356947,0.005866898,-0.00055397995,0.011617372,-0.012773908,-0.009224898,-0.004503854,0.008359155,-0.010597132,0.010586469,-0.0021312514,-0.003484059,-0.011471035,0.005545817,-0.0011908069,-0.013729155,0.0018618415,0.006249035,-0.0020988071,0.0113761695,0.00134367,-0.0097151585,0.011715486,-0.011937933,0.014232809,0.0041267327,-0.0031730756,-0.0030810244,0.00034873543,0.012002337,-0.00043645495,0.009209197,-0.0059890165,-0.001769473,-0.015479111,0.0009822219,-0.009779072
seniorslangley,-0.010524847,0.0014984407,0.0101601565,0.011194467,0.0025185286,0.004644375,0.0014803687,-0.0055329655,0.0011351045,-0.012868558,-0.0058092144,0.010222778,-0.0033954936,0.014408371,0.0052892505,0.005118897,0.003554225,-0.015036089,0.01415747,0.010078736,0.012336002,0.00047445987,0.0017031193,0.008283463,0.012024066,0.011046182,0.0005341841,0.014346264,-0.008906594,0.006690106,0.008953736,-0.0010401884,0.0004897911,0.0132553745,0.002002534,-0.0037535536,-0.0017059968,0.010066011,0.011835748,0.010800198,0.0027318331,-0.0028727057,0.0044472944,-0.010628101,0.012350424,-0.014697229,0.010529366,-0.011449898,0.0095882965,-0.015024644,0.012946045,0.01402597,-0.003950099,-0.0046451036,0.010061103,0.010854003,-0.007456776,-0.0143746985,-0.0028663,-0.0034463108,-0.012117845,-0.0048551136,-0.0016131458,-0.011062074
noonscreek,0.00050188316,-0.011648834,0.0027206657,-0.0036841491,-0.014310998,0.0067674643,0.002573879,-0.010081303,-0.012991314,7.3352756e-05,0.010005649,0.003384865,0.00037070393,-0.0066622095,-0.00549331,-0.008141263,-0.009698249,0.012115229,-0.004745274,0.0024781905,0.0088587515,0.0129068615,-0.0059185727,-0.000675692,-0.012100025,-0.004299148,-0.011447935,-0.0032167737,0.011588757,0.009009355,0.004668104,-0.009070894,0.009655766,-0.0010335358,-0.011526184,-0.0006096386,0.0007706024,0.013082812,-0.010444583,-0.010784482,-0.014298855,0.0074718273,0.0044133184,-0.011347348,0.010635189,0.0011440439,0.0032970235,-0.010841501,0.0016556702,-0.015133796,-0.014612487,0.012259701,0.000100145364,-0.0072869807,-0.009955366,-0.0063587106,0.005408331,-0.014286685,0.008901128,0.000105117,0.007981071,0.01072917,0.0025795617,-0.013354762
bedothink,0.0009722132,-0.010418089,0.006368058,-0.01444079,0.012398381,-0.008209096,-0.0062489044,-0.014512647,0.008826029,0.012565622,-0.005961446,0.012274774,0.0048441067,0.0078801885,-0.010941505,-0.012679435,0.0075867437,0.014486743,0.0019624885,-0.013833487,0.0058206227,-0.0013972633,-0.0031150114,0.015323395,0.0036334097,-0.0032715145,0.013177507,0.013868628,0.009687146,0.015456261,0.0013132486,-0.0034032632,-0.008431615,-0.015406258,0.011059914,-0.00436873,-0.010630347,0.011195453,-0.00095535256,-0.0017435364,-0.00035057217,0.00046541728,-0.015055081,-0.0016254075,-0.0048767757,0.0067577213,0.0036825947,-0.015426222,0.0013416912,-0.0006050542,0.0040115584,0.0061720535,-0.005849922,0.00022480078,0.00018555112,-0.0020263046,-0.011557847,0.01122828,-0.004644135,-0.00993989,0.013737218,-0.0034729056,0.006540509,-0.006072141
onnresources,0.0053016115,-0.003917083,0.008089952,0.010844631,0.0061627124,-0.0143618025,-0.011486854,0.00082544796,-0.015320258,0.00366305,-0.00315951,-0.0033014398,0.008603342,-0.00795142,-0.002755005,0.0105246045,0.00039961934,-0.012875522,-0.0048444737,0.008926962,-0.010572117,0.008608306,0.011901822,-0.012510536,0.008086139,0.009867918,-0.0046769343,0.007482277,-0.0060314815,0.0088908635,-0.0036904756,-0.005487675,-0.0067486465,-0.0006509684,0.0004569199,0.0030822493,0.00756279,0.007744439,-0.009682093,4.2766333e-05,-0.008879956,-0.009376429,-0.00019533001,-0.0026280787,-0.013690896,-0.003771579,0.014907066,-0.00047076494,-0.0019176155,-0.014221298,-0.0058000237,0.003665829,-0.004647577,0.006867621,-0.009207115,-0.0113152545,0.01452123,0.01297112,0.003931623,0.013348563,0.0011417773,-0.000401387,-0.0152005255,0.005364727
arlenedickinson,0.004531939,-0.0020894334,-0.003970639,-0.010573774,-0.008446958,-0.0013407645,-0.006354844,-0.0042510307,0.0060730134,-0.01339402,0.011136206,-0.0043745157,0.0068028937,-0.0059593064,0.008239553,-0.011539257,-0.00092325284,-0.00032563988,-0.009930566,-0.0067963833,-0.012545793,-0.005346567,0.0073259594,0.0004103892,0.015067526,-0.013348673,0.0041967365,-0.01146619,-0.0028838126,-0.012550153,-0.013480117,-0.008086587,0.00071590714,0.00674796,-0.008216389,-0.0072338423,0.0036692182,-0.011740351,-0.006086822,-0.011925053,-0.013306151,0.00973313,-0.00088469207,0.008064276,-0.013613965,0.0004760876,0.0002741233,-0.0130635,0.0052273246,0.014859501,-0.011821795,0.0021877675,0.0015827355,-0.009374379,0.015300965,0.0130607905,0.013665415,-0.0053645805,-0.012365043,-0.012696892,-0.012649267,0.012408376,0.014178137,0.0153208515
denisepraill,0.002559729,-0.014357962,0.008381074,0.0011094455,-0.0074247085,0.013019562,0.008921469,0.001956638,-0.0012667831,0.0035848133,-0.0040293,0.0016229544,0.004397502,0.0066413134,0.009858625,0.010910194,-0.010195458,0.010684388,-0.010140557,-0.0070461277,0.015556781,0.00016057864,0.0030893292,0.01284699,-0.014556466,0.0062652826,-0.009554381,-0.0027603693,0.0076936446,-0.0058344137,0.0063761733,0.009243451,-0.006698679,-0.015063623,-0.014185214,-0.0049361456,-0.0014284533,-0.0031935982,-0.007943787,-0.004891267,-0.010342278,0.009147927,0.004636653,0.0138756465,-0.0147274975,-0.012116589,-0.010986039,-0.012058971,-0.0054312255,0.0032272786,0.002113821,-0.014828114,-0.010539696,-0.0017242581,-0.014758786,-0.012084249,-0.007841546,0.010331081,-0.005678473,-0.010495059,-0.012340119,-0.015044924,0.009575807,-0.014944086
cagp_acpdp,0.004568711,0.0144579075,-0.014177442,-0.0071497485,0.002524484,0.010818917,0.0013306681,-0.0025727097,-0.0051250067,-2.0058826e-05,-0.0028512646,-0.003056163,-0.012220163,0.0044295043,-0.00028959103,-0.009885119,-0.011722032,0.0025209058,-0.0108112,-0.0062431674,0.011749363,0.0008920599,0.0063712876,-0.006536154,0.006889712,-0.013577094,0.00053664297,0.0060855057,0.0110913925,-0.006057851,-0.000639908,0.011133933,0.015463488,0.0021447502,0.006275257,-0.002364194,-0.0050792564,-0.0013123024,-0.011790348,-0.0020124987,0.002773527,0.005322622,-0.010103345,0.012452532,0.010334672,-0.0036791507,0.0106121525,0.0018630046,0.000279814,-0.0062760804,-0.0023663267,0.010662498,-0.004803024,-0.0074044466,0.013366021,-0.003484426,-1.7862767e-05,0.0032775588,0.015522147,-0.014615277,-0.0066344105,-0.0048605017,-0.0017949399,-0.0020911824
charityvillage,0.013979446,-0.009974539,-0.012329492,-0.014198017,0.0108282035,0.004897299,-0.0045623924,0.003533106,-0.009851006,0.0024665925,0.015398934,0.011030691,0.0020402386,-0.008312051,0.0138416,-0.009469003,-0.00308839,-0.014678571,0.010840657,-0.012107554,-0.012682468,-0.0045764423,0.0016023625,0.008505425,0.005454293,-0.013841055,0.00945114,-0.0035412963,0.013268242,-0.011405827,-0.0050612446,-0.009745739,-0.01560649,-0.015374559,-0.0114576155,0.01377273,-0.008585666,0.0066520805,0.011051479,-0.0045955684,-0.015113274,0.012804857,0.0067885956,-0.009950385,-0.011905945,-0.007674772,-0.015004426,-0.005219707,-0.013458588,0.00641762,-0.0020960341,0.015394291,0.0078236675,0.0095645655,0.0053345542,0.0033394033,-0.0069647566,-0.009271957,-0.012353625,-0.005309709,0.014425637,-0.008847983,0.002903646,-0.0132173225
pushfestival,-0.008610049,4.995987e-05,0.013698334,0.008050399,0.007352872,0.0065112095,-0.009469584,0.00056680106,0.006734267,0.009068411,0.0020627845,0.0025489852,0.011785958,-0.011001961,0.013312049,-0.0027501304,-0.012602815,0.011883711,-0.010261804,-0.0043928605,0.0150494035,-0.0013502277,-0.007293172,-0.010571137,0.0068427045,-0.0022094958,0.008722782,0.009594863,0.004394008,0.015330359,0.0020469334,0.011300761,-0.002197165,-0.007795863,-0.0067876726,-0.007716717,0.013531448,-0.004499145,0.010626396,-0.010485573,0.014476769,-0.0116994325,-0.0075488854,0.0155096315,0.013944928,-0.0022220481,-0.0060655493,-0.0071769785,0.008426607,-0.011538718,0.008731484,0.011744583,-0.009862479,0.0026752166,0.007868296,0.0075569525,-0.0035413243,-0.00814799,-0.015548158,-0.009006312,-0.007993035,-0.014020946,-0.013532657,-0.009412557
bigsistersbclm,0.015370489,0.011938831,-0.0023349526,0.010356618,0.01197446,-0.0038522026,0.004708708,0.0041570226,0.009166457,0.008451703,0.00013902708,-0.00016518902,-0.0009963976,0.010417559,0.0026389624,-0.0127749005,-0.012885124,0.0049681175,0.0010052207,-0.010454088,0.0030625318,0.008981241,0.011403671,0.011307368,0.010549345,-0.0030469412,0.014161627,0.012694596,-0.011156546,0.0051892046,-0.013077513,-0.01285096,0.0054405415,-0.0076630986,-0.003239549,-0.008662028,0.0104593625,-0.012083663,-0.012087616,-0.011919624,-0.013164294,-0.0068171117,0.01025661,-0.00040795715,0.012340979,-0.009103279,0.013436826,-0.009895477,0.011924978,0.006756786,0.005400367,-0.009742617,-0.012671466,0.007817,0.008282694,-0.007940023,0.0036722664,-0.00030479874,0.014518879,0.0025225945,0.005220541,0.00072556955,0.015471959,0.003949801
surreyhospfdn,0.0102869775,-0.003417631,0.0007838113,-0.008093121,-0.0015271205,0.0019577548,-0.0038137594,-0.0049059847,0.0043931305,-0.00226029,-0.001363604,-0.0025955564,0.014939757,-0.00392927,-0.012513898,-0.013621078,-0.00051736564,0.013440334,0.013369355,0.012986187,0.008064194,-0.014321354,-0.010858841,0.007611568,-0.014838049,-0.010830503,0.012613749,0.009309864,0.015931426,0.0019689994,0.002763504,0.003057612,-0.014058235,0.006096566,-0.010149558,0.012570277,-0.014788571,-0.012367531,0.010072648,-0.0058326465,0.015516604,-0.013888345,-0.0010588088,-0.014633687,0.00305463,-0.004153264,0.012422985,0.009061305,0.0035565568,0.010208673,-0.014030227,-0.00018153465,0.0074572433,0.0073465765,-0.0063126027,-0.011984069,0.009746434,0.013986601,-0.009069567,-0.0044997623,-0.009278869,0.0036069173,0.012618751,0.0058254777
nadm_inc,-0.009664564,-0.011943186,-0.014886358,-0.011960254,0.008724348,0.0049291183,0.013654401,0.0014230054,-0.009846951,0.01438815,0.0013589241,-0.0041425633,0.009325557,-0.0036135018,-0.01098305,0.01461331,-0.007299573,-0.002204162,-0.0027579565,-0.0036966016,-0.0038910757,0.0052860454,0.0101709645,0.00065249036,-0.00512058,0.0011310271,0.009353552,0.0051405816,0.009239078,-0.0122868875,-0.01041046,-0.0022907616,0.012702208,-0.0066617816,0.012582613,-0.008126762,0.008920665,0.00266338,-0.007421336,-0.009590706,0.00464184,-0.011629837,-0.009110949,-0.00814981,0.0031011552,0.014481675,0.0052462462,-0.0064550876,-0.0030780593,0.012591765,0.0045375335,0.0070534553,-0.0036110345,-0.0014505091,-0.004659713,-0.0027520151,0.006998277,-0.0010527931,0.0032640807,-0.003641982,0.013237664,-0.0013312579,-0.014125158,0.013460901
goufv,0.000667233,0.013108814,0.0026548281,0.00090384483,0.0022815429,-0.007693257,-0.008713722,-0.006489819,-0.015577158,0.0038002506,0.0037921797,0.003445845,0.01313993,0.0056245606,-0.010450084,-0.006692741,0.002887968,0.00125595,-0.0026058424,0.011187969,-0.012021298,-0.008771904,-0.007958155,-0.0031556934,-0.009289719,-0.0140474085,0.006677475,-0.009420801,0.0005108807,-0.0141596105,-0.012829412,0.014525102,0.0017459672,0.0051035266,-0.0044771936,-0.009662369,-0.002293203,0.013277726,0.008492991,5.712919e-05,0.00022969209,0.010645669,0.013828112,0.0099461675,0.010296121,0.0038536228,0.003186021,-0.0146937985,0.00083711185,-0.007172253,0.007992646,-0.0015078597,0.0015790984,0.003089808,-0.015099209,-0.008389844,-0.0004434213,-0.013505202,-0.009885766,0.001009725,0.010557758,0.008391241,-0.0077625215,0.010459231
elainef_fung,-0.012497849,0.011353727,-0.0019515861,-0.00034723576,0.006278936,-0.0099106375,0.0076501095,0.004376044,-0.0077232625,0.00055291253,0.015295032,-0.007883452,-0.0020357193,-0.014863321,0.0094678765,0.0141742425,0.011347918,-0.0015298363,-0.009452571,-0.00040978173,-0.012558597,0.011904395,0.0004167589,0.008134722,-0.01213965,0.012879885,0.0056473804,-0.009891207,0.009246575,-9.841134e-05,-0.0149563765,0.009150725,0.0044095125,-0.0052765426,-0.0053352574,-0.006345547,-0.0097968895,0.009775632,-0.008186403,0.002656386,0.0044935425,-0.01522661,-0.0016020095,0.0041870214,0.0017486757,0.0049935128,0.012186655,-0.012153284,-0.0014002235,0.011147618,0.004052872,-0.007490555,0.0069670933,-0.005404846,-0.006049228,-0.0009053488,-0.013270062,-0.0026951656,-0.014934405,0.010957946,-0.010051611,0.008549263,-0.004756014,-0.013747387
givingtruck,-0.0004651709,-0.011480673,0.013827529,0.01121279,0.0012610361,-0.015717654,-0.0029822588,0.0031934648,-0.007054331,-0.008240086,0.0147515675,0.0042772153,0.012112417,0.0034128008,0.0024060437,-0.0020898692,-0.012810956,0.014698093,0.008489165,-0.01175665,0.015036388,0.01544899,0.0143803,-0.012918999,0.0066768597,-0.0014723912,0.009614722,-0.003065258,0.0060785846,-0.003930307,0.010197561,-0.015710253,-0.011087685,-0.0046825097,0.00757425,-0.008573563,0.0029580311,0.004079685,-0.002475085,-7.4858617e-06,-0.0036801156,0.010355029,0.0017440544,-0.0150749935,-0.0029553047,0.004682421,-0.013906272,-0.01404232,-0.0022084138,-0.0146668805,0.0006802658,0.003253438,-0.00055701315,0.013256725,-0.011183199,-0.012447839,-0.0113547435,-0.009933821,-0.0021174385,-0.011010073,0.011918706,-0.013420582,-0.014972563,-0.008586333
fusionspace,-0.012424402,-0.0024998786,-0.0049982574,0.010839418,-0.0059669,0.010656038,0.004500373,0.015187779,0.005922858,-0.006885917,-0.0033201547,0.0027538561,-0.010803498,0.006588053,-0.014490746,0.014367805,-0.010054925,0.0051305383,0.00423482,0.012910577,0.005885218,-0.013301101,-0.0007256979,-0.0075945305,-0.0005466339,-0.006626434,0.0058222422,-0.010540785,0.007850688,-0.00059258816,0.0098439455,-0.011488445,0.012539783,0.013784883,0.0019284145,-0.0010680421,-0.0113555165,-0.0051797726,0.009727097,-0.010118625,0.0023816035,-0.0003393096,-0.0036834346,-0.011477285,-0.012037834,-0.0007238511,-0.0050522024,-0.01148319,0.0055011655,0.008805438,0.009150108,0.0031678253,-0.0071144416,-0.0016167487,-0.012994898,0.007999063,0.014285664,0.014246664,-0.00754332,-0.015142046,0.0018616864,0.0116492435,-0.010551031,0.008766429
environicsa,0.0038863362,-0.0012065354,-0.0019483757,-0.011970814,-0.005891039,0.011192306,0.015266464,-0.0016324321,-0.015705524,0.0074231224,-0.0039297626,-0.002488869,0.008063265,-0.0073445546,0.0036367858,-0.0042477134,-0.0066948035,0.0029794776,-0.010436386,0.001501886,-0.011375338,-9.9716875e-05,-0.014436755,-0.0031522377,-0.007985435,0.0038220447,0.013313417,-0.0020022253,-0.012819931,-0.013901419,-0.015419285,-0.010978498,0.004357821,-0.0034459888,-0.007915188,-0.009517128,-0.0053939144,-0.0060473736,0.013881935,0.013183209,-0.0063371058,-0.008095224,0.008100661,-0.0119819185,0.010948675,0.00016537272,-0.01381235,-0.008583349,-0.009502504,0.0139053175,0.0048580836,0.008056361,0.011809035,-0.003305326,0.011903094,-0.008416581,0.006693112,-0.011660192,-0.0107824085,-0.0030731976,-0.009171976,0.011032564,0.011488573,0.013166695
afptaryn,-0.004077188,-0.01235859,0.006876291,-0.0015973254,-0.0040237047,0.00066814385,-0.014865738,0.01171608,0.0030785745,-0.015278978,-0.014565144,-0.0061035585,-0.01030655,0.012721702,0.007197997,0.0058045466,0.0034902995,-0.0071021626,0.011438647,-0.00471924,-0.008229215,-0.011912895,0.010231356,0.0048847822,0.00015114405,-0.008393018,-0.0074966773,0.0039291778,-0.0048076916,0.002065113,0.010386725,-0.00066684774,0.013186058,-0.009487365,0.00891404,0.013898872,0.0039394596,-0.012660917,0.014883588,-0.009018804,-0.0003339096,-0.005989336,-0.0059595164,0.009220828,-0.014456126,0.006197584,0.0003887489,-0.015326552,-0.013088346,-0.009392194,-0.007811238,-0.012163139,-0.011485947,0.003166476,0.010664727,-0.008352769,-0.0066742133,-0.011608403,-0.004710668,0.012241591,0.008440138,0.0028874276,-0.0074478113,0.003147535
vangives,0.0018571485,-0.0005786117,0.010699358,-0.009964518,-0.0008040834,0.0042503094,0.0107738245,0.013395327,-0.011602797,0.010749476,-0.013809949,0.0029695611,-0.0020785865,0.0014360702,0.00750136,-0.015061524,0.012395308,-0.003659499,-0.0031096267,-0.00394444,0.001375401,0.006751711,-0.003759787,-0.0122561315,-0.008782707,0.0027658276,-0.0077837957,-0.011940606,0.011297025,0.013283943,0.00034735334,0.015153504,0.009726082,0.0042162654,0.00028392058,0.0045272093,0.008053487,-0.01051938,-0.0066330377,-0.0014193853,-0.0008619655,0.0092101,-0.0027573912,0.009704296,0.004486404,-0.012549893,-0.002825659,0.0051949034,-0.0023772798,-0.015166916,-0.0077988775,0.0067587392,-0.014551617,0.0053559053,0.009680052,-0.0026916252,0.0018880217,-0.014876883,0.012058932,0.00087786827,0.005573385,0.013082654,0.0021701122,-0.0022286542
brianreich,-0.007438137,0.0070770173,-0.0057396446,0.01486589,-0.00095550215,-0.013414958,0.011467152,0.004224498,0.010140575,-0.001153694,0.0104256505,0.010654902,-0.009367881,0.015249806,0.0105310455,0.007898075,-0.008855997,0.010660559,-0.010588398,0.0053953333,0.0022481424,0.0070037246,0.0006761037,-0.0037478055,0.012657994,0.00064340036,-0.008371367,0.008977699,-0.0077334032,-0.009919064,0.008849548,-0.0065786657,0.002479255,0.0042125606,-0.01506026,-0.005231809,0.0050834506,-0.006171141,-0.006591539,-0.010626242,-0.015124769,-0.0025924721,-0.0011912877,0.00600862,0.0030900012,-0.0026599125,-0.012750756,-0.0075506126,-0.014091536,0.0021012325,0.013972528,0.012524894,-0.0018652752,-0.012412969,-0.0014238836,9.4937044e-05,-0.00539241,-0.015099034,0.005108646,-0.012782485,0.005524067,0.007179946,0.0148611255,-0.013035345
peartreecanada,0.015240968,-0.015201178,0.0009556759,-0.012373133,-0.013110722,-0.009924906,-0.0043458277,-0.0068611233,0.01099542,-0.009368075,0.011373271,-0.007184991,-0.01164414,0.00444637,0.009508877,-0.0075727045,-0.0066419663,-0.0057299323,7.55486e-05,0.0015885372,0.010043009,-0.0062085297,-0.0021832045,0.0019411288,0.012101034,-0.004715892,0.007975313,0.0047714277,2.0570116e-05,0.0075629125,-0.012505135,-0.012218809,-0.005504835,0.012255917,-0.0024242103,0.013219787,0.007884307,0.013994404,0.01180649,0.0026035206,0.00016181477,-0.005425617,-0.01002174,-0.007862362,-0.0014271471,-0.009288803,0.004230029,-0.0151345795,-0.005260783,0.01520472,-0.012415542,0.009865219,-0.0091852425,0.0006835329,-0.0031186298,-0.0095003005,-0.00069091393,-0.0022728727,-0.005101015,-0.010876126,0.0124783,0.010584314,-0.00022964041,0.007858836
centralcityfndt,-0.0016079512,0.009650657,-0.009604231,-0.01452248,0.00939829,0.0035097504,0.014015423,0.01457105,0.00041727908,-0.003958738,-0.011871177,0.0107370885,0.0065934225,-0.010050816,-0.010126745,0.009217841,0.0046391776,0.0053798524,-0.006954842,0.004087258,-0.0048696306,-0.00047286088,-0.010480191,-0.012224726,-0.0058503756,-0.004110975,0.0037664962,-0.002929743,0.013359941,-0.001460275,-0.0065495335,0.0045313323,0.00936458,0.008483422,-0.0139624365,-0.015316501,0.0122415265,0.012161179,-0.008064963,0.0054136976,0.0016471439,0.0055853226,-0.014574082,-0.006301782,-0.007155724,0.006867742,0.0063226987,-0.008458299,-0.005432422,-0.011374823,0.0014086252,0.008643163,-0.009098787,-0.012331886,-0.008078033,-0.0006994334,-0.0004957831,-0.0104040345,0.01506006,-0.010014279,-0.006271749,-0.008027831,0.008180969,-0.01336242
sfu,0.015360984,-0.0023969074,0.0070553822,-0.0011059389,0.006975396,-0.0056652715,0.0015161609,0.009042472,-0.0007832314,0.0015183325,-0.007837621,-0.0027342928,-0.008057388,-0.011802643,-0.0023389668,-0.0011497331,0.013420667,0.002283141,0.0048032287,0.0053323815,0.008932955,-0.005966706,-0.005113563,0.010840379,0.013046132,-0.0074741826,-0.012448783,0.012680033,0.007148624,0.002846853,-6.527912e-05,-0.0126211215,0.0014351422,-6.455603e-05,0.013556887,-0.0070798183,0.009901837,0.012352746,0.013686324,0.015643567,0.008695447,-0.002052943,-0.0015290166,0.0077631213,0.009650873,-0.013668892,0.012248208,0.0070773643,0.0048859487,-0.0057208203,0.013901046,-0.004015337,-0.012440131,-0.010856738,0.0093127005,-0.0047559356,-0.012323896,0.004195602,0.014488735,-0.002545112,-0.015257308,-0.015568863,-0.012456718,0.014584416
gphilanthropic,-0.00743492,0.011096172,-0.0058791204,-0.010027148,0.009595526,0.009126567,-0.013624913,-0.0029872481,0.0065735364,-0.008526371,0.008222734,0.008512981,0.011985835,-0.011479937,-0.010762211,-0.006797736,0.014923943,0.0037158413,0.014108442,0.00806803,-0.005036931,0.001518774,0.004351542,-8.51107e-05,-0.010920694,-0.01178962,-1.8898265e-05,-0.0002640249,-0.015346794,-0.0063913483,0.004281804,-0.012182857,-0.010212174,0.015437226,0.0066038524,0.013124401,0.0029486022,0.0031056087,-0.0026642894,0.005553296,-0.0049363435,-0.006977348,0.007737461,-0.003174928,0.010475155,0.000799742,0.0038764493,-0.011882796,-0.0076221405,0.0062780646,0.015344964,-0.014374048,0.011304335,0.0054824683,0.0018026833,0.0066696256,-0.0021629303,0.012583813,-0.010618321,0.0009970821,-0.0035841246,-0.01317018,0.0031704996,-0.013633437
